,EmployeeNumber,Name,Age,Marital,YearWork,JobLevel,JobRole,OverTime,YearWithManage,Satisfaction,Salary,Travel,Gender,Photo,AttritionRisk
250,342,William Gray,0,0,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user8_round.png,1
251,343,Lisa Michel,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,1
252,346,Guy Dux,1,1,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,4
253,347,Stephanie Hope,0,1,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,2
254,349,Dick Walter,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
255,350,Kathrine Moore,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,1
256,351,Monica Rembert,0,0,0,1,1,1,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,4
257,352,Andrew Stanley,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,0
258,353,Joseph Dean,0,0,1,1,0,0,1,0,1,0,Male,https://datatraining.io/users/user7_round.png,4
259,355,Roberto Lennox,1,1,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,5
260,359,Johnny Castro,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,4
261,361,Richard Nunes,0,0,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user7_round.png,1
262,362,Charles Faye,1,1,0,0,1,0,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,4
263,363,Lila Joiner,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
264,364,Scott Kemp,1,1,0,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user9_round.png,6
265,366,Jeffrey Tellier,1,0,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user7_round.png,2
266,367,David Wester,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
267,369,Blaine Kohnz,1,0,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user4_round.png,2
268,372,Hugo Rodgers,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
269,373,Timothy Cox,0,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,3
270,374,Thomas Casarez,0,1,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,2
271,376,Scott Jaye,0,0,0,0,0,1,0,0,0,1,Male,https://datatraining.io/users/user8_round.png,2
272,377,Phillip Hernandez,1,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,3
273,378,Adrian Foster,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,0
274,379,Thomas Williams,1,1,0,1,0,0,1,0,1,0,Male,https://datatraining.io/users/user8_round.png,5
275,380,Frances Bowley,0,0,0,0,0,1,0,0,0,1,Female,https://datatraining.io/users/user2_round.png,2
276,381,Nora Lilly,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,0
277,382,Maxine Olander,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
278,384,Sara Collier,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,1
279,385,Antonio Mitchell,0,0,0,0,0,0,0,1,0,0,Male,https://datatraining.io/users/user7_round.png,1
280,386,Jose Garland,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
281,387,Tony Lewis,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,0
282,388,Jared Jackson,1,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,2
283,389,Anthony Avalos,0,0,0,0,1,1,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,2
284,390,Nicholas Jones,1,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,2
285,391,Nadine Dickey,0,1,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,3
286,392,Cornell Daniel,0,0,0,1,1,1,1,0,1,0,Male,https://datatraining.io/users/user9_round.png,5
287,393,Raymond Ardito,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,0
288,394,Richard Hidvegi,1,0,0,1,1,1,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,5
289,395,Evelyn Moore,1,1,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,4
290,396,Christina Courtney,0,1,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,2
291,397,David Pruitt,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
292,399,Daisy White,1,0,1,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,5
293,401,Donald Austin,1,1,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,3
294,403,Lawrence Vargas,0,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,3
295,404,Ruth Tippett,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
296,405,James Moser,1,1,1,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user4_round.png,7
297,406,Thomas Delatorre,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,0
298,407,Charles Luczak,0,0,0,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user1_round.png,4
299,408,Willie Sutton,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,0
300,410,Michael Villegas,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,1
301,411,Kerri Bartlett,1,1,1,1,1,0,1,0,1,0,Female,https://datatraining.io/users/user2_round.png,7
302,412,Kenneth Wendell,1,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,2
303,416,Manuel Taylor,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
304,417,William Hansen,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,0
305,419,Shelley Espinoza,0,0,0,0,1,0,0,0,0,1,Female,https://datatraining.io/users/user10_round.png,2
306,420,Leonard Ortiz,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
307,421,Barbara Williams,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,0
308,422,William Spiva,0,0,0,0,0,1,0,0,0,1,Male,https://datatraining.io/users/user9_round.png,2
309,423,Michael Harden,1,0,0,1,0,1,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,3
310,424,Michael Farmer,1,0,0,0,1,0,1,0,0,0,Male,https://datatraining.io/users/user4_round.png,3
311,425,Curtis Levine,0,0,0,0,1,0,0,1,0,0,Male,https://datatraining.io/users/user7_round.png,2
312,426,Joe Brown,1,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user9_round.png,4
313,428,Gail Sansotta,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
314,429,Chris Labrecque,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
315,430,Gladys Clement,0,1,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user11_round.png,4
316,431,Gertrude Houis,0,1,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,2
317,433,Timothy Dillard,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,0
318,434,Phillis Welch,1,1,0,1,0,1,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,5
319,436,Constance Murray,1,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,2
320,437,Howard Mary,1,1,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,3
321,438,Robert Guerin,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
322,439,Lucia Price,1,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,2
323,440,Michael Danforth,1,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,4
324,441,Karen Hegyi,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
325,442,Linda Evans,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,1
326,444,Richard Hamrick,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,0
327,445,Mary Cooper,0,0,0,0,0,1,1,0,0,0,Female,https://datatraining.io/users/user10_round.png,2
328,446,Robert Lundsten,1,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,2
329,447,Robert Diaz,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,0
330,448,Gertrude Gray,0,0,0,0,1,0,1,0,0,0,Female,https://datatraining.io/users/user11_round.png,2
331,449,John Mitchell,1,0,0,0,0,1,0,0,0,1,Male,https://datatraining.io/users/user1_round.png,3
332,450,Nancy Briggs,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,1
333,451,Shelley Jackson,0,0,0,0,0,0,1,0,0,0,Female,https://datatraining.io/users/user11_round.png,1
334,452,Matthew Na,0,0,0,0,0,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,1
335,453,Michael Beard,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
336,454,Jerome Newell,1,0,0,1,1,1,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,5
337,455,Keith Sooter,1,1,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user7_round.png,5
338,456,Breanna Todd,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,1
339,458,Veronica Travis,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
340,460,William Said,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,0
341,461,Shane Lightner,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
342,462,Nilsa Vieira,1,1,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,3
343,463,Stephanie Richardson,1,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,2
344,464,James Schultz,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
345,465,George Uecker,1,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,3
346,466,Larry Roberson,0,1,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,2
347,467,Devon Wilks,0,1,0,0,1,0,1,0,1,0,Male,https://datatraining.io/users/user1_round.png,4
348,468,Lisa Hug,0,1,0,0,0,0,1,0,0,0,Female,https://datatraining.io/users/user11_round.png,2
349,469,Craig Arroliga,1,0,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user7_round.png,2
350,470,Daniel Cordova,0,0,0,1,1,1,1,0,1,0,Male,https://datatraining.io/users/user7_round.png,5
351,471,Beverly Maybury,1,0,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,4
352,473,Frances Wright,0,0,0,0,0,0,1,0,0,0,Female,https://datatraining.io/users/user10_round.png,1
353,474,Anthony Garcia,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
354,475,Nancy Hamilton,1,0,0,0,0,1,0,0,0,1,Female,https://datatraining.io/users/user5_round.png,3
355,476,Micheal Edwards,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
356,477,Michael Garrison,0,1,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user9_round.png,2
357,478,Karen England,1,1,0,1,1,1,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,6
358,479,Deirdre Ledbetter,0,1,0,0,0,0,1,0,0,1,Female,https://datatraining.io/users/user10_round.png,3
359,481,Marion Ward,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,0
360,482,Daniel Brown,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,0
361,483,Sharon Robison,0,0,0,1,1,1,0,0,1,0,Female,https://datatraining.io/users/user3_round.png,4
362,484,Troy Hunt,1,1,0,1,1,0,0,0,1,1,Male,https://datatraining.io/users/user9_round.png,6
363,485,Judy Price,1,1,1,1,1,1,1,0,1,0,Female,https://datatraining.io/users/user10_round.png,8
364,486,Monica Balder,0,0,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user2_round.png,3
365,487,Sandy Kubin,0,0,0,0,0,0,1,0,0,1,Female,https://datatraining.io/users/user5_round.png,2
366,488,John Santiago,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,1
367,491,Richard Kennedy,0,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
368,492,Matt Ayon,0,0,0,0,0,1,1,0,0,0,Male,https://datatraining.io/users/user4_round.png,2
369,493,Henry Mcmahon,1,1,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,5
370,494,Lisa Armijo,1,1,1,1,1,0,1,0,1,0,Female,https://datatraining.io/users/user3_round.png,7
371,495,Jeremy Barnett,1,1,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,4
372,496,Neil Demery,0,1,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user6_round.png,2
373,497,Mark Penton,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,4
374,498,Anthony Smith,1,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,2
375,499,Jerry Fisher,0,1,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user8_round.png,2
376,500,Paulina Augustus,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
377,501,Donna Mccumber,0,0,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,2
378,502,Michael Csaszar,1,1,0,0,0,1,0,0,0,1,Male,https://datatraining.io/users/user4_round.png,4
379,505,Mary Duran,0,1,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,2
380,507,Pamela Dake,1,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,2
381,508,Eric Stone,1,0,1,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user7_round.png,6
382,510,Rodolfo Wong,1,1,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,4
383,511,Sylvia Crawford,1,0,1,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user2_round.png,4
384,513,Steven Williams,0,0,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user8_round.png,1
385,514,Todd Wright,1,1,0,1,0,1,1,0,1,0,Male,https://datatraining.io/users/user1_round.png,6
386,515,Theresa Daly,0,0,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,3
387,516,Claudia Mcgee,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,0
388,517,Laura Dickinson,0,0,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user2_round.png,3
389,518,Robert Miller,0,1,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,2
390,520,James Nichols,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,0
391,521,Rebecca Goodermote,0,0,0,0,1,0,1,0,1,0,Female,https://datatraining.io/users/user3_round.png,3
392,522,Joe Wilkey,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,0
393,523,Kelly Washington,1,0,0,0,0,0,0,0,0,1,Female,https://datatraining.io/users/user5_round.png,2
394,524,Joan Thomas,1,0,0,0,0,0,0,1,0,0,Female,https://datatraining.io/users/user11_round.png,2
395,525,Paul Whorton,0,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,3
396,526,Lori Disher,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,1
397,527,Elaine Moore,1,1,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,3
398,529,Sandra Spellman,0,0,0,0,0,1,0,0,0,1,Female,https://datatraining.io/users/user5_round.png,2
399,530,David Garcia,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,4
400,531,Joseph Leon,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
401,532,Delia Oconnell,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,0
402,533,Tara Moore,1,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,2
403,534,Frank Coppinger,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,0
404,536,Richard Carter,1,0,0,0,1,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,2
405,538,Charles Wright,1,0,0,1,1,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,3
406,543,Louis Kaye,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
407,544,Melvin Moore,0,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,2
408,546,Margaret Guerrero,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
409,547,Josephine Dewitt,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
410,548,Judy Walker,1,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,2
411,549,Margaret Shelton,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,0
412,550,Hien Cannady,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,0
413,551,Angela Samela,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,0
414,554,Della Spencer,1,1,0,1,1,1,0,0,1,0,Female,https://datatraining.io/users/user2_round.png,6
415,555,Tonya Young,1,0,0,1,1,0,1,0,1,0,Female,https://datatraining.io/users/user10_round.png,5
416,556,William Wilson,0,0,1,1,1,1,1,0,1,0,Male,https://datatraining.io/users/user6_round.png,6
417,558,Carrie Jackson,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
418,560,Helen Farmer,1,0,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,3
419,562,Joseph Gautreau,1,0,0,1,1,0,0,0,1,1,Male,https://datatraining.io/users/user8_round.png,5
420,564,Ben Merchant,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
421,565,Dollie Davis,1,0,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user2_round.png,3
422,566,Danny Hanson,1,1,1,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user7_round.png,7
423,567,Tiffany Hanson,1,0,0,0,0,0,0,0,0,1,Female,https://datatraining.io/users/user3_round.png,2
424,568,Everett Strecker,0,0,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user8_round.png,1
425,569,Brett Mcdermott,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,0
426,571,Nancy Dickerson,1,1,0,1,1,0,0,0,1,1,Female,https://datatraining.io/users/user5_round.png,6
427,573,Emily Coward,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,0
428,574,Margaret Sebastian,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,0
429,575,Darwin Keough,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,0
430,577,Daniel Koenitzer,0,1,0,1,1,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,3
431,578,Belinda Parkhill,0,1,0,0,1,0,1,0,1,0,Female,https://datatraining.io/users/user10_round.png,4
432,579,Michael Delossantos,1,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,3
433,580,Mary Walter,0,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user3_round.png,1
434,581,Lloyd Roane,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
435,582,Richard Mullinax,1,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,2
436,584,Lonnie Serafin,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,4
437,585,Wayne Pederson,1,1,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,5
438,586,Alan Cast,0,0,0,0,0,1,1,0,0,0,Male,https://datatraining.io/users/user7_round.png,2
439,587,Richard Hafley,1,0,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user9_round.png,2
440,590,Jill Melvin,1,0,0,0,1,1,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,3
441,591,William Bonaccorsi,0,0,0,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user4_round.png,4
442,592,Gerardo Vick,0,1,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user9_round.png,2
443,593,Gilbert Redd,1,1,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,5
444,595,Tonya Laney,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
445,597,Gertrude Barnes,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,1
446,599,Dale Noriega,0,1,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user9_round.png,2
447,600,Harold Wright,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,0
448,601,Gloria Boatwright,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,1
449,602,Jacqueline Jude,0,0,0,1,1,0,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,3
450,604,Paul Carrabine,1,1,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,3
451,605,Billy Clark,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
452,606,Elmer Schmitt,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,0
453,608,Karen Sampson,1,0,0,1,1,1,1,0,1,0,Female,https://datatraining.io/users/user5_round.png,6
454,611,Gerald Heath,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
455,612,Lisa Kahl,1,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
456,613,Greg Lincoln,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
457,614,George Parker,1,1,1,1,1,1,1,0,1,0,Male,https://datatraining.io/users/user9_round.png,8
458,615,Louie Valenzuela,0,0,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user7_round.png,1
459,616,Edna Richardson,0,1,0,0,0,1,0,0,0,1,Female,https://datatraining.io/users/user11_round.png,3
460,618,Charles Griffis,1,0,0,0,0,0,1,0,0,0,Male,https://datatraining.io/users/user7_round.png,2
461,620,Yvonne Groves,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
462,621,Warren Finch,1,1,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,2
463,622,James Thomas,1,1,1,1,1,1,1,0,1,0,Male,https://datatraining.io/users/user6_round.png,8
464,623,Ginger Heiliger,0,1,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,1
465,624,Theresa Sullivan,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user5_round.png,0
466,625,Shannon Mullen,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user10_round.png,0
467,626,Elton Brandt,0,0,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user6_round.png,1
468,630,Billy Meek,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user9_round.png,1
469,631,Nathan Fullerton,1,0,0,0,0,0,0,0,0,1,Male,https://datatraining.io/users/user6_round.png,2
470,632,Max Ware,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user4_round.png,4
471,634,Ruby Reed,0,0,0,0,0,0,1,0,0,0,Female,https://datatraining.io/users/user3_round.png,1
472,635,Marian Gillis,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,0
473,638,Jason Duncan,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user4_round.png,1
474,639,James Haines,1,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,4
475,641,John Garza,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,1
476,643,William Matta,1,0,1,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user4_round.png,6
477,644,Darrell Butter,0,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user1_round.png,0
478,645,David Chabot,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user6_round.png,4
479,647,Alicia Sanchez,1,0,0,1,1,1,0,0,1,0,Female,https://datatraining.io/users/user10_round.png,5
480,648,Randall Jackson,1,0,1,1,1,0,1,0,1,0,Male,https://datatraining.io/users/user4_round.png,6
481,649,Harry Cage,1,0,0,1,0,1,0,0,1,0,Male,https://datatraining.io/users/user9_round.png,4
482,650,Zachary Francois,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
483,652,Terry Hausman,0,1,0,0,1,0,0,0,1,0,Male,https://datatraining.io/users/user1_round.png,3
484,653,Matthew Berry,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user6_round.png,1
485,655,Heidi Brown,1,0,0,1,0,0,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,3
486,656,Frank Rowland,0,0,0,0,0,1,1,0,0,0,Male,https://datatraining.io/users/user7_round.png,2
487,657,Jodi Hipp,1,1,1,1,0,0,1,0,1,0,Female,https://datatraining.io/users/user2_round.png,6
488,659,Mia Deans,0,0,0,0,0,0,0,0,0,0,Female,https://datatraining.io/users/user2_round.png,0
489,661,Gerald Konopka,0,0,0,0,0,1,1,0,0,0,Male,https://datatraining.io/users/user6_round.png,2
490,662,Tiffany Keeler,0,1,0,1,0,0,1,0,1,0,Female,https://datatraining.io/users/user10_round.png,4
491,663,Robert Matthews,0,0,0,0,1,1,0,0,0,0,Male,https://datatraining.io/users/user8_round.png,2
492,664,Jeanne Bryant,0,0,0,0,0,0,0,1,0,0,Female,https://datatraining.io/users/user5_round.png,1
493,665,Marge Barry,0,1,0,0,1,0,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,2
494,666,Jaqueline Deanda,1,0,0,1,1,1,0,0,1,0,Female,https://datatraining.io/users/user5_round.png,5
495,667,John Park,1,0,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,4
496,669,Thomas Oelze,1,1,0,1,1,0,0,0,1,0,Male,https://datatraining.io/users/user8_round.png,5
497,671,Bobby Ice,0,0,0,0,0,1,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
498,675,Matthew Howard,1,0,0,1,0,0,0,0,1,0,Male,https://datatraining.io/users/user6_round.png,3
499,677,Michael Able,1,0,0,0,0,0,0,0,0,0,Male,https://datatraining.io/users/user7_round.png,1
500,679,Crystal Otis,1,0,0,0,0,1,0,0,0,0,Female,https://datatraining.io/users/user11_round.png,2
501,680,Kristin Cook,1,0,1,1,0,0,1,0,1,0,Female,https://datatraining.io/users/user5_round.png,5
